region_id,dow,hour,traffic_share
621590,4,23,0.000660
621590,5,0,0.000424
621590,5,1,0.000456
621590,5,2,0.000863
621590,5,3,0.001915
621590,5,4,0.004173
621590,5,5,0.007392
621590,5,6,0.009443
621590,5,7,0.010255
621590,5,8,0.010273
621590,5,9,0.010134
621590,5,10,0.010154
621590,5,11,0.009747
621590,5,12,0.009200
621590,5,13,0.008662
621590,5,14,0.008094
621590,5,15,0.007668
621590,5,16,0.007063
621590,5,17,0.006240
621590,5,18,0.005123
621590,5,19,0.003893
621590,5,20,0.002476
621590,5,21,0.001478
621590,5,22,0.000914
621590,5,23,0.000616
621590,6,0,0.000439
621590,6,1,0.000442
621590,6,2,0.000713
621590,6,3,0.001616
621590,6,4,0.003212
621590,6,5,0.005997
621590,6,6,0.008077
621590,6,7,0.008705
621590,6,8,0.008769
621590,6,9,0.008756
621590,6,10,0.008571
621590,6,11,0.008023
621590,6,12,0.007647
621590,6,13,0.007067
621590,6,14,0.006880
621590,6,15,0.006253
621590,6,16,0.005982
621590,6,17,0.005227
621590,6,18,0.004453
621590,6,19,0.003528
621590,6,20,0.002319
621590,6,21,0.001407
621590,6,22,0.000911
621590,6,23,0.000568
621590,7,0,0.000406
621590,7,1,0.000396
621590,7,2,0.000626
621590,7,3,0.001269
621590,7,4,0.002636
621590,7,5,0.004963
621590,7,6,0.007125
621590,7,7,0.008056
621590,7,8,0.008691
621590,7,9,0.008787
621590,7,10,0.008665
621590,7,11,0.008345
621590,7,12,0.007794
621590,7,13,0.007763
621590,7,14,0.007310
621590,7,15,0.007186
621590,7,16,0.006689
621590,7,17,0.006174
621590,7,18,0.005050
621590,7,19,0.003858
621590,7,20,0.002498
621590,7,21,0.001408
621590,7,22,0.000984
621590,7,23,0.000679
622470,1,0,0.001141
622470,1,1,0.002575
622470,1,2,0.005116
622470,1,3,0.008172
622470,1,4,0.010097
622470,1,5,0.010456
622470,1,6,0.010772
622470,1,7,0.010564
622470,1,8,0.010153
622470,1,9,0.009920
622470,1,10,0.009988
622470,1,11,0.009303
622470,1,12,0.008802
622470,1,13,0.008208
622470,1,14,0.007277
622470,1,15,0.006483
622470,1,16,0.005536
622470,1,17,0.003964
622470,1,18,0.002436
622470,1,19,0.001742
622470,1,20,0.001164
622470,1,21,0.001010
622470,1,22,0.000960
622470,1,23,0.001129
622470,2,0,0.001710
622470,2,1,0.003252
622470,2,2,0.006496
622470,2,3,0.009681
622470,2,4,0.012282
622470,2,5,0.012414
622470,2,6,0.012902
622470,2,7,0.012695
622470,2,8,0.012479
622470,2,9,0.012563
622470,2,10,0.012332
622470,2,11,0.011051
622470,2,12,0.010613
622470,2,13,0.010347
622470,2,14,0.009524
622470,2,15,0.008229
622470,2,16,0.007032
622470,2,17,0.004839
622470,2,18,0.002897
622470,2,19,0.001550
622470,2,20,0.001032
622470,2,21,0.000855
622470,2,22,0.000665
622470,2,23,0.000795
622470,3,0,0.001486
622470,3,1,0.002555
622470,3,2,0.005201
622470,3,3,0.008173
622470,3,4,0.009582
622470,3,5,0.009922
622470,3,6,0.010717
622470,3,7,0.010277
622470,3,8,0.010476
622470,3,9,0.010105
622470,3,10,0.009967
622470,3,11,0.009089
622470,3,12,0.008636
622470,3,13,0.008428
622470,3,14,0.007635
622470,3,15,0.006673
622470,3,16,0.005671
622470,3,17,0.004059
622470,3,18,0.002314
622470,3,19,0.001472
622470,3,20,0.000933
622470,3,21,0.000734
622470,3,22,0.000656
622470,3,23,0.000752
622470,4,0,0.001414
622470,4,1,0.002809
622470,4,2,0.005066
622470,4,3,0.008221
622470,4,4,0.009699
622470,4,5,0.010392
622470,4,6,0.010682
622470,4,7,0.010244
622470,4,8,0.010288
622470,4,9,0.010156
622470,4,10,0.009509
622470,4,11,0.009044
622470,4,12,0.008506
622470,4,13,0.008390
622470,4,14,0.007465
622470,4,15,0.006435
622470,4,16,0.005401
622470,4,17,0.003872
622470,4,18,0.002473
622470,4,19,0.001519
622470,4,20,0.000979
622470,4,21,0.000787
622470,4,22,0.000708
622470,4,23,0.000918
622470,5,0,0.001363
622470,5,1,0.002750
622470,5,2,0.005362
622470,5,3,0.008025
622470,5,4,0.009594
622470,5,5,0.010148
622470,5,6,0.010328
622470,5,7,0.010059
622470,5,8,0.010472
622470,5,9,0.010202
622470,5,10,0.009773
622470,5,11,0.008626
622470,5,12,0.008206
622470,5,13,0.007998
622470,5,14,0.007030
622470,5,15,0.006096
622470,5,16,0.005044
622470,5,17,0.003557
622470,5,18,0.002211
622470,5,19,0.001348
622470,5,20,0.000920
622470,5,21,0.000701
622470,5,22,0.000695
622470,5,23,0.000734
622470,6,0,0.001183
622470,6,1,0.002245
622470,6,2,0.004393
622470,6,3,0.007064
622470,6,4,0.008999
622470,6,5,0.009213
622470,6,6,0.009171
622470,6,7,0.009012
622470,6,8,0.008396
622470,6,9,0.008060
622470,6,10,0.008212
622470,6,11,0.007656
622470,6,12,0.007222
622470,6,13,0.006781
622470,6,14,0.006116
622470,6,15,0.005297
622470,6,16,0.004374
622470,6,17,0.003198
622470,6,18,0.002176
622470,6,19,0.001430
622470,6,20,0.000992
622470,6,21,0.000667
622470,6,22,0.000620
622470,6,23,0.000691
622470,7,0,0.000936
622470,7,1,0.001814
622470,7,2,0.003564
622470,7,3,0.006200
622470,7,4,0.007744
622470,7,5,0.008264
622470,7,6,0.008371
622470,7,7,0.008541
622470,7,8,0.008464
622470,7,9,0.008382
622470,7,10,0.008015
622470,7,11,0.007994
622470,7,12,0.007460
622470,7,13,0.006931
622470,7,14,0.006531
622470,7,15,0.005661
622470,7,16,0.004795
622470,7,17,0.003453
622470,7,18,0.002276
622470,7,19,0.001360
622470,7,20,0.000919
622470,7,21,0.000787
622470,7,22,0.000720
622470,7,23,0.000718
622650,1,0,0.002441
622650,1,1,0.001386
622650,1,2,0.000783
622650,1,3,0.000571
622650,1,4,0.000544
622650,1,5,0.000633
622650,1,6,0.001247
622650,1,7,0.002413
622650,1,8,0.004513
622650,1,9,0.007368
622650,1,10,0.010290
622650,1,11,0.010956
622650,1,12,0.011035
622650,1,13,0.010943
622650,1,14,0.010748
622650,1,15,0.010406
622650,1,16,0.010499
622650,1,17,0.009859
622650,1,18,0.009651
622650,1,19,0.011347
622650,1,20,0.010711
622650,1,21,0.009288
622650,1,22,0.007851
622650,1,23,0.005892
622650,2,0,0.003441
622650,2,1,0.001974
622650,2,2,0.001144
622650,2,3,0.000672
622650,2,4,0.000650
622650,2,5,0.000871
622650,2,6,0.001817
622650,2,7,0.003333
622650,2,8,0.005926
622650,2,9,0.009760
622650,2,10,0.012485
622650,2,11,0.013068
622650,2,12,0.013329
622650,2,13,0.012875
622650,2,14,0.013044
622650,2,15,0.012654
622650,2,16,0.012501
622650,2,17,0.011850
622650,2,18,0.011640
622650,2,19,0.008815
622650,2,20,0.008140
622650,2,21,0.007260
622650,2,22,0.006479
622650,2,23,0.004728
622650,3,0,0.002864
622650,3,1,0.001446
622650,3,2,0.000866
622650,3,3,0.000650
622650,3,4,0.000558
622650,3,5,0.000765
622650,3,6,0.001436
622650,3,7,0.002677
622650,3,8,0.004893
622650,3,9,0.007843
622650,3,10,0.009887
622650,3,11,0.010403
622650,3,12,0.010154
622650,3,13,0.010204
622650,3,14,0.009792
622650,3,15,0.009447
622650,3,16,0.009654
622650,3,17,0.009212
622650,3,18,0.009353
622650,3,19,0.008537
622650,3,20,0.008141
622650,3,21,0.007091
622650,3,22,0.006354
622650,3,23,0.004532
622650,4,0,0.002920
622650,4,1,0.001637
622650,4,2,0.000951
622650,4,3,0.000511
622650,4,4,0.000494
622650,4,5,0.000697
622650,4,6,0.001509
622650,4,7,0.002604
622650,4,8,0.004649
622650,4,9,0.007430
622650,4,10,0.009361
622650,4,11,0.009699
622650,4,12,0.010245
622650,4,13,0.010144
622650,4,14,0.009907
622650,4,15,0.009470
622650,4,16,0.009581
622650,4,17,0.009670
622650,4,18,0.008956
622650,4,19,0.008558
622650,4,20,0.008035
622650,4,21,0.007161
622650,4,22,0.006146
622650,4,23,0.004358
622650,5,0,0.002707
622650,5,1,0.001367
622650,5,2,0.000817
622650,5,3,0.000562
622650,5,4,0.000542
622650,5,5,0.000806
622650,5,6,0.001344
622650,5,7,0.002678
622650,5,8,0.004567
622650,5,9,0.007352
622650,5,10,0.009427
622650,5,11,0.009574
622650,5,12,0.009884
622650,5,13,0.009955
622650,5,14,0.009612
622650,5,15,0.008991
622650,5,16,0.008628
622650,5,17,0.008804
622650,5,18,0.008340
622650,5,19,0.007735
622650,5,20,0.006989
622650,5,21,0.005967
622650,5,22,0.005068
622650,5,23,0.003937
622650,6,0,0.002309
622650,6,1,0.001277
622650,6,2,0.000813
622650,6,3,0.000632
622650,6,4,0.000495
622650,6,5,0.000543
622650,6,6,0.001061
622650,6,7,0.001975
622650,6,8,0.003508
622650,6,9,0.005836
622650,6,10,0.007803
622650,6,11,0.008413
622650,6,12,0.008507
622650,6,13,0.008255
622650,6,14,0.008164
622650,6,15,0.007802
622650,6,16,0.007353
622650,6,17,0.006827
622650,6,18,0.006918
622650,6,19,0.006378
622650,6,20,0.006265
622650,6,21,0.005500
622650,6,22,0.004563
622650,6,23,0.003673
622650,7,0,0.002356
622650,7,1,0.001353
622650,7,2,0.000792
622650,7,3,0.000494
622650,7,4,0.000445
622650,7,5,0.000606
622650,7,6,0.000894
622650,7,7,0.001740
622650,7,8,0.003112
622650,7,9,0.005283
622650,7,10,0.007263
622650,7,11,0.008101
622650,7,12,0.008257
622650,7,13,0.008308
622650,7,14,0.007986
622650,7,15,0.008107
622650,7,16,0.007923
622650,7,17,0.007708
622650,7,18,0.007398
622650,7,19,0.007194
622650,7,20,0.006982
622650,7,21,0.006169
622650,7,22,0.005535
622650,7,23,0.004180
623110,1,0,0.001606
623110,1,1,0.000952
623110,1,2,0.000581
623110,1,3,0.000383
623110,1,4,0.000464
623110,1,5,0.000944
623110,1,6,0.001815
623110,1,7,0.004019
623110,1,8,0.007387
623110,1,9,0.009411
623110,1,10,0.010549
623110,1,11,0.010949
623110,1,12,0.010939
623110,1,13,0.010722
623110,1,14,0.010362
623110,1,15,0.010094
623110,1,16,0.009537
623110,1,17,0.009062
623110,1,18,0.008575
623110,1,19,0.009494
623110,1,20,0.008300
623110,1,21,0.007245
623110,1,22,0.005446
623110,1,23,0.003350
623110,2,0,0.001894
623110,2,1,0.001003
623110,2,2,0.000709
623110,2,3,0.000528
623110,2,4,0.000691
623110,2,5,0.001229
623110,2,6,0.002416
623110,2,7,0.005490
623110,2,8,0.009467
623110,2,9,0.012035
623110,2,10,0.013478
623110,2,11,0.013686
623110,2,12,0.013439
623110,2,13,0.013284
623110,2,14,0.012862
623110,2,15,0.012190
623110,2,16,0.011361
623110,2,17,0.010908
623110,2,18,0.010450
623110,2,19,0.007739
623110,2,20,0.006617
623110,2,21,0.005703
623110,2,22,0.004337
623110,2,23,0.002678
623110,3,0,0.001519
623110,3,1,0.000912
623110,3,2,0.000593
623110,3,3,0.000487
623110,3,4,0.000554
623110,3,5,0.000926
623110,3,6,0.002035
623110,3,7,0.004270
623110,3,8,0.007552
623110,3,9,0.009594
623110,3,10,0.010956
623110,3,11,0.011042
623110,3,12,0.010793
623110,3,13,0.010596
623110,3,14,0.010104
623110,3,15,0.009732
623110,3,16,0.009263
623110,3,17,0.008863
623110,3,18,0.008306
623110,3,19,0.007678
623110,3,20,0.006774
623110,3,21,0.005714
623110,3,22,0.004335
623110,3,23,0.002655
623110,4,0,0.001594
623110,4,1,0.000818
623110,4,2,0.000530
623110,4,3,0.000441
623110,4,4,0.000539
623110,4,5,0.000991
623110,4,6,0.002008
623110,4,7,0.004271
623110,4,8,0.007325
623110,4,9,0.009430
623110,4,10,0.010266
623110,4,11,0.010708
623110,4,12,0.010648
623110,4,13,0.010737
623110,4,14,0.010208
623110,4,15,0.009882
623110,4,16,0.009450
623110,4,17,0.008735
623110,4,18,0.008130
623110,4,19,0.007503
623110,4,20,0.006716
623110,4,21,0.005608
623110,4,22,0.004386
623110,4,23,0.002870
623110,5,0,0.001567
623110,5,1,0.000878
623110,5,2,0.000606
623110,5,3,0.000492
623110,5,4,0.000570
623110,5,5,0.000962
623110,5,6,0.002044
623110,5,7,0.004362
623110,5,8,0.007247
623110,5,9,0.009244
623110,5,10,0.010466
623110,5,11,0.010234
623110,5,12,0.009621
623110,5,13,0.010036
623110,5,14,0.009926
623110,5,15,0.009269
623110,5,16,0.008890
623110,5,17,0.008310
623110,5,18,0.008016
623110,5,19,0.006985
623110,5,20,0.005755
623110,5,21,0.005062
623110,5,22,0.003929
623110,5,23,0.002539
623110,6,0,0.001506
623110,6,1,0.000875
623110,6,2,0.000554
623110,6,3,0.000443
623110,6,4,0.000504
623110,6,5,0.000790
623110,6,6,0.001544
623110,6,7,0.003448
623110,6,8,0.006216
623110,6,9,0.008078
623110,6,10,0.009364
623110,6,11,0.009493
623110,6,12,0.009321
623110,6,13,0.009278
623110,6,14,0.008981
623110,6,15,0.008412
623110,6,16,0.008028
623110,6,17,0.007414
623110,6,18,0.007018
623110,6,19,0.006197
623110,6,20,0.005552
623110,6,21,0.004765
623110,6,22,0.003701
623110,6,23,0.002482
623110,7,0,0.001549
623110,7,1,0.000944
623110,7,2,0.000540
623110,7,3,0.000413
623110,7,4,0.000430
623110,7,5,0.000764
623110,7,6,0.001447
623110,7,7,0.003011
623110,7,8,0.005693
623110,7,9,0.007783
623110,7,10,0.009296
623110,7,11,0.009556
623110,7,12,0.009062
623110,7,13,0.008791
623110,7,14,0.008527
623110,7,15,0.008300
623110,7,16,0.008095
623110,7,17,0.007725
623110,7,18,0.007115
623110,7,19,0.006750
623110,7,20,0.005912
623110,7,21,0.005236
623110,7,22,0.003922
623110,7,23,0.002734
645790,1,0,0.001053
645790,1,1,0.000582
645790,1,2,0.000401
645790,1,3,0.000415
645790,1,4,0.000708
645790,1,5,0.001438
645790,1,6,0.003315
645790,1,7,0.006798
645790,1,8,0.009426
645790,1,9,0.010847
645790,1,10,0.011561
645790,1,11,0.011443
645790,1,12,0.011103
645790,1,13,0.011068
645790,1,14,0.010631
645790,1,15,0.009917
645790,1,16,0.009422
645790,1,17,0.008819
645790,1,18,0.008041
645790,1,19,0.008516
645790,1,20,0.007502
645790,1,21,0.006174
645790,1,22,0.004272
645790,1,23,0.002454
645790,2,0,0.001381
645790,2,1,0.000775
645790,2,2,0.000525
645790,2,3,0.000588
645790,2,4,0.000976
645790,2,5,0.002058
645790,2,6,0.004443
645790,2,7,0.008530
645790,2,8,0.011792
645790,2,9,0.013545
645790,2,10,0.014219
645790,2,11,0.014006
645790,2,12,0.013767
645790,2,13,0.013137
645790,2,14,0.012838
645790,2,15,0.012169
645790,2,16,0.011446
645790,2,17,0.010848
645790,2,18,0.010039
645790,2,19,0.007444
645790,2,20,0.006289
645790,2,21,0.005222
645790,2,22,0.003456
645790,2,23,0.001970
645790,3,0,0.001140
645790,3,1,0.000649
645790,3,2,0.000433
645790,3,3,0.000476
645790,3,4,0.000806
645790,3,5,0.001732
645790,3,6,0.003691
645790,3,7,0.006798
645790,3,8,0.009432
645790,3,9,0.010728
645790,3,10,0.011335
645790,3,11,0.011164
645790,3,12,0.011113
645790,3,13,0.010812
645790,3,14,0.010444
645790,3,15,0.009690
645790,3,16,0.009360
645790,3,17,0.008644
645790,3,18,0.007851
645790,3,19,0.007017
645790,3,20,0.006245
645790,3,21,0.005050
645790,3,22,0.003482
645790,3,23,0.001978
645790,4,0,0.001138
645790,4,1,0.000642
645790,4,2,0.000410
645790,4,3,0.000461
645790,4,4,0.000819
645790,4,5,0.001707
645790,4,6,0.003557
645790,4,7,0.006720
645790,4,8,0.009272
645790,4,9,0.010563
645790,4,10,0.010744
645790,4,11,0.010644
645790,4,12,0.010731
645790,4,13,0.010444
645790,4,14,0.010169
645790,4,15,0.009576
645790,4,16,0.009008
645790,4,17,0.008474
645790,4,18,0.007856
645790,4,19,0.006853
645790,4,20,0.005882
645790,4,21,0.004923
645790,4,22,0.003307
645790,4,23,0.002098
645790,5,0,0.001140
645790,5,1,0.000641
645790,5,2,0.000437
645790,5,3,0.000451
645790,5,4,0.000781
645790,5,5,0.001591
645790,5,6,0.003372
645790,5,7,0.006315
645790,5,8,0.008824
645790,5,9,0.010133
645790,5,10,0.010735
645790,5,11,0.010586
645790,5,12,0.010038
645790,5,13,0.009803
645790,5,14,0.009447
645790,5,15,0.008814
645790,5,16,0.008261
645790,5,17,0.007799
645790,5,18,0.007068
645790,5,19,0.006160
645790,5,20,0.005151
645790,5,21,0.004291
645790,5,22,0.003058
645790,5,23,0.001843
645790,6,0,0.001067
645790,6,1,0.000627
645790,6,2,0.000437
645790,6,3,0.000422
645790,6,4,0.000615
645790,6,5,0.001272
645790,6,6,0.002644
645790,6,7,0.005045
645790,6,8,0.007262
645790,6,9,0.008618
645790,6,10,0.009195
645790,6,11,0.008933
645790,6,12,0.008484
645790,6,13,0.008172
645790,6,14,0.007723
645790,6,15,0.007226
645790,6,16,0.006882
645790,6,17,0.006345
645790,6,18,0.005795
645790,6,19,0.005205
645790,6,20,0.004590
645790,6,21,0.003932
645790,6,22,0.002813
645790,6,23,0.001733
645790,7,0,0.001022
645790,7,1,0.000637
645790,7,2,0.000437
645790,7,3,0.000402
645790,7,4,0.000567
645790,7,5,0.001072
645790,7,6,0.002214
645790,7,7,0.004287
645790,7,8,0.006553
645790,7,9,0.007927
645790,7,10,0.008508
645790,7,11,0.008625
645790,7,12,0.008351
645790,7,13,0.008062
645790,7,14,0.007788
645790,7,15,0.007405
645790,7,16,0.007108
645790,7,17,0.006811
645790,7,18,0.006432
645790,7,19,0.005812
645790,7,20,0.005171
645790,7,21,0.004525
645790,7,22,0.003176
645790,7,23,0.001894
623410,1,0,0.001938
623410,1,1,0.001042
623410,1,2,0.000573
623410,1,3,0.000364
623410,1,4,0.000357
623410,1,5,0.000522
623410,1,6,0.001141
623410,1,7,0.002353
623410,1,8,0.005051
623410,1,9,0.008723
623410,1,10,0.011275
623410,1,11,0.011636
623410,1,12,0.011648
623410,1,13,0.011292
623410,1,14,0.011030
623410,1,15,0.010572
623410,1,16,0.010140
623410,1,17,0.009180
623410,1,18,0.008797
623410,1,19,0.009915
623410,1,20,0.008896
623410,1,21,0.007678
623410,1,22,0.006297
623410,1,23,0.004309
623410,2,0,0.002594
623410,2,1,0.001292
623410,2,2,0.000753
623410,2,3,0.000480
623410,2,4,0.000446
623410,2,5,0.000712
623410,2,6,0.001490
623410,2,7,0.003152
623410,2,8,0.006364
623410,2,9,0.011107
623410,2,10,0.013410
623410,2,11,0.013914
623410,2,12,0.013765
623410,2,13,0.013508
623410,2,14,0.013456
623410,2,15,0.012926
623410,2,16,0.012596
623410,2,17,0.011734
623410,2,18,0.010922
623410,2,19,0.008003
623410,2,20,0.007097
623410,2,21,0.006079
623410,2,22,0.005205
623410,2,23,0.003547
623410,3,0,0.001967
623410,3,1,0.001125
623410,3,2,0.000601
623410,3,3,0.000424
623410,3,4,0.000411
623410,3,5,0.000613
623410,3,6,0.001260
623410,3,7,0.002534
623410,3,8,0.005304
623410,3,9,0.009123
623410,3,10,0.011168
623410,3,11,0.011370
623410,3,12,0.011130
623410,3,13,0.010954
623410,3,14,0.010932
623410,3,15,0.010546
623410,3,16,0.009937
623410,3,17,0.009306
623410,3,18,0.008668
623410,3,19,0.008033
623410,3,20,0.007452
623410,3,21,0.006214
623410,3,22,0.005084
623410,3,23,0.003630
623410,4,0,0.001913
623410,4,1,0.001022
623410,4,2,0.000597
623410,4,3,0.000392
623410,4,4,0.000389
623410,4,5,0.000579
623410,4,6,0.001246
623410,4,7,0.002588
623410,4,8,0.005354
623410,4,9,0.008790
623410,4,10,0.010396
623410,4,11,0.010878
623410,4,12,0.011468
623410,4,13,0.010991
623410,4,14,0.010746
623410,4,15,0.010656
623410,4,16,0.010049
623410,4,17,0.009322
623410,4,18,0.008637
623410,4,19,0.007950
623410,4,20,0.007190
623410,4,21,0.006189
623410,4,22,0.005036
623410,4,23,0.003450
623410,5,0,0.001990
623410,5,1,0.001075
623410,5,2,0.000619
623410,5,3,0.000369
623410,5,4,0.000475
623410,5,5,0.000584
623410,5,6,0.001259
623410,5,7,0.002536
623410,5,8,0.005253
623410,5,9,0.008623
623410,5,10,0.010461
623410,5,11,0.010815
623410,5,12,0.010909
623410,5,13,0.010269
623410,5,14,0.010215
623410,5,15,0.009878
623410,5,16,0.009302
623410,5,17,0.008710
623410,5,18,0.007927
623410,5,19,0.007255
623410,5,20,0.006349
623410,5,21,0.005301
623410,5,22,0.004369
623410,5,23,0.003267
623410,6,0,0.001904
623410,6,1,0.001037
623410,6,2,0.000732
623410,6,3,0.000397
623410,6,4,0.000414
623410,6,5,0.000513
623410,6,6,0.001002
623410,6,7,0.002029
623410,6,8,0.004377
623410,6,9,0.007369
623410,6,10,0.009153
623410,6,11,0.009693
623410,6,12,0.009682
623410,6,13,0.009304
623410,6,14,0.009061
623410,6,15,0.008430
623410,6,16,0.008237
623410,6,17,0.007320
623410,6,18,0.006913
623410,6,19,0.006343
623410,6,20,0.005590
623410,6,21,0.004691
623410,6,22,0.004047
623410,6,23,0.002985
623410,7,0,0.001787
623410,7,1,0.000937
623410,7,2,0.000540
623410,7,3,0.000367
623410,7,4,0.000320
623410,7,5,0.000470
623410,7,6,0.000928
623410,7,7,0.001852
623410,7,8,0.003870
623410,7,9,0.006525
623410,7,10,0.008646
623410,7,11,0.009347
